Name,Brand,Categories,PrimaryCategories,Reviews.Date,Reviews.Text,Reviews.Title,Sentiment,Full_Review,Sentiment_Score,Sentiment_Category
Phones Samsung,Samsung,Electronics,Phones,2024-05-12,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.92,Positive
Beds Bose,Bose,Furniture,Beds,2024-05-28,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.82,Positive
Smart Devices LG,LG,Electronics,Smart Devices,2024-03-31,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.88,Positive
Beds ASUS,ASUS,Furniture,Beds,2024-10-18,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.42,Neutral
Beds Dell,Dell,Furniture,Beds,2024-04-30,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.23,Negative
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-03-20,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.51,Neutral
Laundry Sony,Sony,Appliances,Laundry,2024-07-14,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.94,Positive
Microphones ASUS,ASUS,Audio,Microphones,2024-01-10,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.72,Positive
Chairs ASUS,ASUS,Furniture,Chairs,2024-04-23,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.84,Positive
Beds Samsung,Samsung,Furniture,Beds,2024-04-25,It's fine.,Average,Neutral,It's fine. Average,0.47,Neutral
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-08-24,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.41,Neutral
Earphones Sony,Sony,Audio,Earphones,2024-08-16,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.53,Neutral
Beds Samsung,Samsung,Furniture,Beds,2024-07-03,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.43,Neutral
Accessories Amazon,Amazon,Computers,Accessories,2024-06-19,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.33,Negative
Laptops Apple,Apple,Computers,Laptops,2024-11-25,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.79,Positive
Microphones HP,HP,Audio,Microphones,2024-03-29,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.18,Negative
Microphones Sony,Sony,Audio,Microphones,2024-07-27,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.35,Negative
Beds Sony,Sony,Furniture,Beds,2024-05-30,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.05,Negative
Gaming Sony,Sony,Computers,Gaming,2024-05-19,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.07,Negative
Microphones Dell,Dell,Audio,Microphones,2024-07-25,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.79,Positive
Gaming Apple,Apple,Computers,Gaming,2024-06-21,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.45,Neutral
Earphones Dell,Dell,Audio,Earphones,2024-06-18,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.37,Negative
Beds HP,HP,Furniture,Beds,2024-07-15,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.99,Positive
Gaming Samsung,Samsung,Computers,Gaming,2024-10-16,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.76,Positive
Cleaning ASUS,ASUS,Appliances,Cleaning,2024-06-01,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.17,Negative
Gaming ASUS,ASUS,Computers,Gaming,2024-01-16,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.79,Positive
Cameras Amazon,Amazon,Electronics,Cameras,2024-09-27,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.79,Positive
Smart Devices Apple,Apple,Electronics,Smart Devices,2024-05-13,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.22,Negative
Cleaning Apple,Apple,Appliances,Cleaning,2024-02-27,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.23,Negative
Laundry Bose,Bose,Appliances,Laundry,2024-01-29,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.39,Negative
Laptops Samsung,Samsung,Computers,Laptops,2024-01-12,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.71,Positive
Cleaning Samsung,Samsung,Appliances,Cleaning,2024-04-30,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.44,Neutral
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-02-06,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.06,Negative
Phones Amazon,Amazon,Electronics,Phones,2024-10-12,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.52,Neutral
Microphones Amazon,Amazon,Audio,Microphones,2024-09-03,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.68,Neutral
Beds Dell,Dell,Furniture,Beds,2024-08-28,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.95,Positive
Speakers HP,HP,Audio,Speakers,2024-08-23,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.93,Positive
Microphones ASUS,ASUS,Audio,Microphones,2024-06-18,It's fine.,It's okay,Neutral,It's fine. It's okay,0.56,Neutral
Beds Amazon,Amazon,Furniture,Beds,2024-05-23,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.14,Negative
Tables Dell,Dell,Furniture,Tables,2024-08-21,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.98,Positive
Speakers Sony,Sony,Audio,Speakers,2024-09-11,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.57,Neutral
Speakers Bose,Bose,Audio,Speakers,2024-03-12,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.13,Negative
Speakers Sony,Sony,Audio,Speakers,2024-11-12,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.19,Negative
Beds Dell,Dell,Furniture,Beds,2024-03-28,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.31,Negative
Smart Devices HP,HP,Electronics,Smart Devices,2024-06-13,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.82,Positive
Laundry Dell,Dell,Appliances,Laundry,2024-02-02,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.66,Neutral
Smart Devices Samsung,Samsung,Electronics,Smart Devices,2024-07-14,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.68,Neutral
Microphones ASUS,ASUS,Audio,Microphones,2024-07-31,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.58,Neutral
Laptops HP,HP,Computers,Laptops,2024-10-04,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.28,Negative
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-09-26,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.27,Negative
Earphones Apple,Apple,Audio,Earphones,2024-08-01,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.46,Neutral
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-01-31,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.56,Neutral
Cameras Samsung,Samsung,Electronics,Cameras,2024-05-22,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.45,Neutral
Speakers HP,HP,Audio,Speakers,2024-04-03,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.65,Neutral
Earphones Amazon,Amazon,Audio,Earphones,2024-11-14,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.74,Positive
Cameras Sony,Sony,Electronics,Cameras,2024-06-14,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.8,Positive
Cleaning Bose,Bose,Appliances,Cleaning,2024-03-02,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.91,Positive
Smart Devices LG,LG,Electronics,Smart Devices,2024-01-11,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.01,Negative
Chairs HP,HP,Furniture,Chairs,2024-08-17,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.95,Positive
Accessories Samsung,Samsung,Computers,Accessories,2024-06-14,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.72,Positive
Accessories Sony,Sony,Computers,Accessories,2024-10-05,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.41,Neutral
Beds LG,LG,Furniture,Beds,2024-09-25,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.67,Neutral
Cleaning ASUS,ASUS,Appliances,Cleaning,2024-06-12,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.61,Neutral
Gaming ASUS,ASUS,Computers,Gaming,2024-02-29,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.01,Negative
Microphones Bose,Bose,Audio,Microphones,2024-07-16,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.68,Neutral
Microphones Apple,Apple,Audio,Microphones,2024-06-05,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.6,Neutral
Laundry Amazon,Amazon,Appliances,Laundry,2024-03-18,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.26,Negative
Cleaning Amazon,Amazon,Appliances,Cleaning,2024-07-11,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.28,Negative
Microphones Sony,Sony,Audio,Microphones,2024-05-11,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.23,Negative
Phones Bose,Bose,Electronics,Phones,2024-03-04,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.09,Negative
Speakers ASUS,ASUS,Audio,Speakers,2024-04-13,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.77,Positive
Accessories Amazon,Amazon,Computers,Accessories,2024-04-22,It's fine.,It's okay,Neutral,It's fine. It's okay,0.5,Neutral
Phones ASUS,ASUS,Electronics,Phones,2024-06-01,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.34,Negative
Microphones Samsung,Samsung,Audio,Microphones,2024-09-27,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.91,Positive
Accessories Sony,Sony,Computers,Accessories,2024-01-17,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.23,Negative
Earphones ASUS,ASUS,Audio,Earphones,2024-08-30,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.64,Neutral
Smart Devices HP,HP,Electronics,Smart Devices,2024-04-13,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.92,Positive
Beds Samsung,Samsung,Furniture,Beds,2024-07-26,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.98,Positive
Speakers Bose,Bose,Audio,Speakers,2024-03-29,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.95,Positive
Laptops Sony,Sony,Computers,Laptops,2024-09-28,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.08,Negative
Laptops Bose,Bose,Computers,Laptops,2024-10-06,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.6,Neutral
Tables LG,LG,Furniture,Tables,2024-10-09,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.56,Neutral
Beds Bose,Bose,Furniture,Beds,2024-02-03,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.17,Negative
Tables Dell,Dell,Furniture,Tables,2024-04-07,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.18,Negative
Laptops Samsung,Samsung,Computers,Laptops,2024-10-07,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.08,Negative
Microphones Apple,Apple,Audio,Microphones,2024-09-11,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.16,Negative
Chairs Bose,Bose,Furniture,Chairs,2024-09-06,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.27,Negative
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-09-18,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.98,Positive
Kitchen Bose,Bose,Appliances,Kitchen,2024-08-02,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.65,Neutral
Beds Samsung,Samsung,Furniture,Beds,2024-08-17,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.45,Neutral
Chairs Bose,Bose,Furniture,Chairs,2024-10-15,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.09,Negative
Phones ASUS,ASUS,Electronics,Phones,2024-07-21,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.76,Positive
Accessories Dell,Dell,Computers,Accessories,2024-05-23,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.51,Neutral
Cameras LG,LG,Electronics,Cameras,2024-06-07,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.42,Neutral
Accessories LG,LG,Computers,Accessories,2024-08-06,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.09,Negative
Tables Sony,Sony,Furniture,Tables,2024-05-23,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.64,Neutral
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-10-19,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.94,Positive
Kitchen Bose,Bose,Appliances,Kitchen,2024-06-21,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.3,Negative
Phones LG,LG,Electronics,Phones,2024-06-26,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.18,Negative
Accessories Apple,Apple,Computers,Accessories,2024-02-04,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.69,Neutral
Kitchen ASUS,ASUS,Appliances,Kitchen,2024-09-29,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.83,Positive
Cameras ASUS,ASUS,Electronics,Cameras,2024-09-13,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.85,Positive
Cameras Samsung,Samsung,Electronics,Cameras,2024-06-30,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.42,Neutral
Accessories Samsung,Samsung,Computers,Accessories,2024-01-30,It's fine.,It's okay,Neutral,It's fine. It's okay,0.64,Neutral
Gaming Apple,Apple,Computers,Gaming,2024-09-16,It's fine.,It's okay,Neutral,It's fine. It's okay,0.67,Neutral
Accessories Bose,Bose,Computers,Accessories,2024-09-09,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.77,Positive
Microphones Dell,Dell,Audio,Microphones,2024-03-04,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.01,Negative
Phones Bose,Bose,Electronics,Phones,2024-01-25,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.44,Neutral
Gaming Bose,Bose,Computers,Gaming,2024-08-15,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.29,Negative
Phones Sony,Sony,Electronics,Phones,2024-09-23,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.61,Neutral
Laptops ASUS,ASUS,Computers,Laptops,2024-03-20,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.74,Positive
Smart Devices ASUS,ASUS,Electronics,Smart Devices,2024-01-17,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.87,Positive
Laptops HP,HP,Computers,Laptops,2024-06-19,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.18,Negative
Laptops ASUS,ASUS,Computers,Laptops,2024-07-01,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.53,Neutral
Cameras Bose,Bose,Electronics,Cameras,2024-04-13,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.86,Positive
Beds Amazon,Amazon,Furniture,Beds,2024-07-17,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.24,Negative
Gaming Amazon,Amazon,Computers,Gaming,2024-03-11,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.52,Neutral
Gaming HP,HP,Computers,Gaming,2024-02-20,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.16,Negative
Kitchen HP,HP,Appliances,Kitchen,2024-05-04,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.82,Positive
Cleaning HP,HP,Appliances,Cleaning,2024-08-26,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.77,Positive
Chairs LG,LG,Furniture,Chairs,2024-10-13,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.52,Neutral
Cleaning Bose,Bose,Appliances,Cleaning,2024-08-22,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.76,Positive
Cleaning ASUS,ASUS,Appliances,Cleaning,2024-09-23,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.78,Positive
Kitchen Amazon,Amazon,Appliances,Kitchen,2024-02-10,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.92,Positive
Phones LG,LG,Electronics,Phones,2024-08-13,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.52,Neutral
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-09-28,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.49,Neutral
Accessories Amazon,Amazon,Computers,Accessories,2024-09-01,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.41,Neutral
Laptops Bose,Bose,Computers,Laptops,2024-10-30,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.2,Negative
Laptops Dell,Dell,Computers,Laptops,2024-11-16,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.95,Positive
Kitchen Sony,Sony,Appliances,Kitchen,2024-06-13,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.21,Negative
Beds ASUS,ASUS,Furniture,Beds,2024-01-03,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.28,Negative
Cleaning ASUS,ASUS,Appliances,Cleaning,2024-03-23,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.69,Neutral
